01000001,[['Toán', '8.4'], ['Văn', '8.5'], ['Sử', '6.75'], ['Địa', '6'], ['Ngoại ngữ', '9.2'], ['GDCD', '9']]
01009443,[['Văn', '6.75'], ['Sử', '5.75'], ['Địa', '7.25']]
01009444,[['Toán', '5.2'], ['Văn', '4.5'], ['Sử', '4'], ['Địa', '5.75'], ['Ngoại ngữ', '2.6'], ['GDCD', '7']]
01009445,[['Toán', '5.4'], ['Văn', '5.25'], ['Sử', '2.75'], ['Địa', '5.75'], ['Ngoại ngữ', '3.4'], ['GDCD', '6.75']]
01009446,[['Văn', '5.75'], ['Sử', '8.25'], ['Địa', '7.25']]
01009447,[['Toán', '6.6'], ['Văn', '8'], ['Sử', '7.75']]
01009448,[['Văn', '6'], ['Sử', '5'], ['Địa', '4.75']]
01009449,[['Văn', '7.5'], ['Sử', '9.5'], ['Địa', '8.25']]
01009450,[['Văn', '8'], ['Sử', '9'], ['Địa', '8'], ['GDCD', '3.75']]
01009451,[['Toán', '8.2'], ['Lí', '5.25'], ['Hóa', '4']]
01009452,[['Văn', '8.25'], ['Sử', '6.75'], ['Địa', '4.75']]
01009453,[['Toán', '7.6'], ['Văn', '8.5'], ['Sử', '9.25']]
01009454,[['Văn', '8.25'], ['Sử', '9.25'], ['Địa', '8.25']]
01009455,[['Văn', '4.25'], ['Sử', '4'], ['Địa', '6.25']]
01009456,[['Văn', '8.75'], ['Sử', '8.75'], ['Địa', '7.25']]
01009457,[['Văn', '3.25'], ['Sử', '4.25'], ['Địa', '2']]
01009458,[['Văn', '7.25'], ['Sử', '5.25'], ['Địa', '7.25']]
01009459,[['Văn', '5.25'], ['Sử', '6.25'], ['Địa', '5.5']]
01009460,[['Toán', '5.6'], ['Văn', '6.5'], ['Sử', '6']]
01009461,[['Toán', '8.4'], ['Lí', '7.75'], ['Hóa', '7.75']]
01009462,[['Văn', '0.75'], ['Sử', '3.25'], ['Địa', '2.5']]
01009463,[['Văn', '6'], ['Sử', '4.75'], ['Địa', '3']]
01009464,[['Văn', '5.25'], ['Sử', '4'], ['Địa', '5'], ['GDCD', '7']]
01009465,[['Văn', '4'], ['Sử', '2.75'], ['Địa', '5.5']]
01009466,[['Văn', '2.75'], ['Sử', '6.75'], ['Địa', '6.5']]
01009467,[['Toán', '3.8'], ['Văn', '4.75'], ['Sử', '4.5']]
01009468,[['Toán', '2'], ['Văn', '4.25'], ['Sử', '3.5']]
01009469,[['Toán', '7.6'], ['Văn', '8.5'], ['Sử', '9']]
01009470,[]
01009471,[['Văn', '4'], ['Sử', '5.75'], ['Địa', '5.5']]
01009472,[['Toán', '6.8'], ['Lí', '7.5'], ['Hóa', '7.75']]
01009473,[['Văn', '4.75'], ['Sử', '5.25'], ['Địa', '5.25']]
01009474,[['Văn', '2.75'], ['Sử', '3.25'], ['Địa', '5.25']]
01009475,[['Văn', '6.25'], ['Sử', '5.75'], ['Địa', '6']]
01009476,[['Toán', '9.4'], ['Lí', '8.5'], ['Hóa', '8.75'], ['Sinh', '2.25']]
01009477,[['Toán', '7.8'], ['Văn', '8'], ['Sử', '9.25']]
01009478,[['Văn', '5.25'], ['Sử', '4.25'], ['Địa', '5']]
01009479,[['Văn', '6.25'], ['Sử', '6.5'], ['Địa', '7']]
01009480,[['Toán', '8.4'], ['Lí', '8'], ['Hóa', '7.25'], ['Sinh', '5.75']]
01009481,[['Văn', '5.25'], ['Sử', '4.25'], ['Địa', '4']]
01009482,[['Văn', '5.25'], ['Sử', '2.75'], ['Địa', '5']]
01009483,[['Toán', '4.2'], ['Văn', '6'], ['Sử', '6.75']]
01009484,[['Văn', '6.75'], ['Sử', '6'], ['Địa', '6.5']]
01009485,[['Văn', '7'], ['Sử', '7.25'], ['Địa', '6.5']]
01009486,[['Toán', '7.4'], ['Lí', '5.75'], ['Hóa', '5.25']]
01009487,[['Văn', '6.25'], ['Sử', '7.5'], ['Địa', '6']]
01009488,[['Toán', '4.8'], ['Lí', '5.75'], ['Hóa', '5.5']]
01009489,[['Toán', '3.6'], ['Văn', '7'], ['Sử', '4.75']]
01009490,[['Toán', '7.8'], ['Lí', '6.5'], ['Hóa', '6.75'], ['Sinh', '4.5'], ['Văn', '8.5']]
01009491,[['Toán', '8.8'], ['Lí', '8.25'], ['Hóa', '9'], ['Sinh', '5.25']]
01009492,[['Toán', '7.6'], ['Lí', '7.5'], ['Hóa', '8']]
01009493,[['Văn', '6.25'], ['Sử', '4.5'], ['Địa', '4.25']]
01009494,[['Toán', '7.8']]
01009495,[['Văn', '6'], ['Sử', '4.25'], ['Địa', '5.5']]
01009496,[['Toán', '5.4'], ['Văn', '6.25'], ['Sử', '5']]
01009497,[['Toán', '8'], ['Lí', '8.25'], ['Hóa', '7.25']]
01009498,[['Toán', '7.8'], ['Hóa', '7.75'], ['Sinh', '8']]
01009499,[['Toán', '3.8'], ['Văn', '6.75'], ['Sử', '4.25']]
01009500,[['Toán', '5.2'], ['Văn', '7.25'], ['Sử', '4.5']]
01009501,[['Văn', '4.5'], ['Sử', '7'], ['Địa', '6']]
01009502,[['Văn', '5.5'], ['Sử', '7.75'], ['Địa', '6.25']]
01009503,[['Toán', '8.6'], ['Lí', '7.75'], ['Hóa', '8.5']]
01009504,[['Văn', '4'], ['Sử', '4'], ['Địa', '5']]
01009505,[['Toán', '8.2'], ['Hóa', '9'], ['Sinh', '7.5']]
01009506,[['Văn', '4.75'], ['Sử', '4.5'], ['Địa', '4.5']]
01009507,[['Văn', '5.5'], ['Sử', '4.75'], ['Địa', '5.25']]
01009508,[['Toán', '1.4'], ['Văn', '3.5'], ['Sử', '4']]
01009509,[['Văn', '5.5'], ['Sử', '3.5'], ['Địa', '5.5']]
01009510,[['Toán', '6.8'], ['Văn', '7.25'], ['Sử', '9']]
01009511,[['Văn', '5.75'], ['Sử', '5.5'], ['Địa', '6']]
01009512,[['Văn', '6.5'], ['Sử', '7'], ['Địa', '5.5']]
01009513,[['Văn', '9'], ['Sử', '8'], ['Địa', '7.25']]
01009514,[['Toán', '3.2'], ['Văn', '6'], ['Sử', '3.75']]
01009515,[['Toán', '8'], ['Lí', '7.75'], ['Hóa', '7.5']]
01009516,[['Toán', '5.6'], ['Văn', '6.5'], ['Sử', '6.75']]
01009517,[['Toán', '9.4'], ['Lí', '5'], ['Hóa', '9.25'], ['Sinh', '9']]
01009518,[['Toán', '3.8'], ['Văn', '7.5'], ['Sử', '8.25']]
01009519,[['Văn', '6.75'], ['Sử', '6.5'], ['Địa', '7.25']]
01009520,[['Văn', '6.5'], ['Sử', '8'], ['Địa', '6.75']]
01009521,[['Văn', '2.75'], ['Sử', '1.5'], ['Địa', '4.75']]
01009522,[['Văn', '4.25'], ['Sử', '5.5'], ['Địa', '2.25']]
01009523,[['Toán', '3.4'], ['Văn', '4.25'], ['Sử', '4.5']]
01009524,[['Văn', '3.5'], ['Sử', '5.75'], ['Địa', '5.75']]
01009525,[['Toán', '7.6'], ['Lí', '5.75'], ['Hóa', '2.75'], ['Sinh', '6.5'], ['Văn', '7.5'], ['Ngoại ngữ', '6.4']]
01009526,[['Toán', '7'], ['Lí', '6.5'], ['Hóa', '4.75'], ['Sinh', '6'], ['Văn', '8.5'], ['Ngoại ngữ', '7.8']]
01009527,[['Toán', '6.4'], ['Lí', '5.75'], ['Hóa', '6'], ['Sinh', '6.75'], ['Văn', '8.25'], ['Ngoại ngữ', '8.6']]
01009528,[['Toán', '8'], ['Văn', '8.5'], ['Sử', '8.75'], ['Địa', '6.5'], ['Ngoại ngữ', '9'], ['GDCD', '9.25']]
01009529,[['Toán', '8'], ['Lí', '7.25'], ['Hóa', '7'], ['Sinh', '5.25'], ['Văn', '7'], ['Ngoại ngữ', '5.2']]
01009530,[['Toán', '7.4'], ['Văn', '8.25'], ['Sử', '6.25'], ['Địa', '5.75'], ['Ngoại ngữ', '5.2'], ['GDCD', '8.5']]
01009531,[['Toán', '7'], ['Lí', '7.25'], ['Hóa', '7.75'], ['Sinh', '6.25'], ['Văn', '7'], ['Ngoại ngữ', '8.4']]
01009532,[['Toán', '8.6'], ['Lí', '8.75'], ['Hóa', '7.5'], ['Sinh', '5'], ['Văn', '9'], ['Ngoại ngữ', '9']]
01009533,[['Toán', '8'], ['Văn', '8.75'], ['Sử', '8.5'], ['Địa', '7.25'], ['Ngoại ngữ', '9'], ['GDCD', '9.5']]
01009534,[['Toán', '6'], ['Văn', '6'], ['Sử', '4.5'], ['Địa', '5'], ['Ngoại ngữ', '4.2'], ['GDCD', '9.25']]
01009535,[['Toán', '8.4'], ['Lí', '8.5'], ['Hóa', '9'], ['Sinh', '6'], ['Văn', '8'], ['Ngoại ngữ', '5.2']]
01009536,[['Toán', '7.8'], ['Văn', '8.75'], ['Sử', '8.75'], ['Địa', '6.5'], ['Ngoại ngữ', '9.4'], ['GDCD', '8.75']]
01009537,[['Toán', '6'], ['Văn', '6'], ['Sử', '6'], ['Địa', '5.25'], ['Ngoại ngữ', '5.2'], ['GDCD', '8.25']]
01009538,[['Toán', '6.8'], ['Văn', '7.75'], ['Sử', '4.5'], ['Địa', '4.75'], ['Ngoại ngữ', '6.2'], ['GDCD', '7']]
01009539,[['Toán', '7.2'], ['Văn', '8.5'], ['Sử', '2.5'], ['Địa', '6'], ['Ngoại ngữ', '7.8'], ['GDCD', '8.5']]
01009540,[['Toán', '8'], ['Văn', '9.25'], ['Sử', '6'], ['Địa', '6'], ['Ngoại ngữ', '8.6'], ['GDCD', '8.75']]
01009541,[['Toán', '7.8'], ['Lí', '8'], ['Hóa', '4.25'], ['Sinh', '8'], ['Văn', '6.5'], ['Ngoại ngữ', '5.2']]
01009542,[['Toán', '4.4'], ['Văn', '6.25'], ['Sử', '6'], ['Địa', '6.75'], ['Ngoại ngữ', '7.6'], ['GDCD', '8']]
01009543,[['Toán', '7.4'], ['Lí', '5.75'], ['Hóa', '5.75'], ['Sinh', '6.5'], ['Văn', '6'], ['Ngoại ngữ', '5.6']]
01009544,[['Toán', '9'], ['Lí', '8.25'], ['Hóa', '5.75'], ['Sinh', '7.25'], ['Văn', '6'], ['Ngoại ngữ', '9.4']]
01009545,[['Toán', '7.2'], ['Văn', '7'], ['Sử', '5.25'], ['Địa', '3'], ['Ngoại ngữ', '4.6'], ['GDCD', '7.5']]
01009546,[['Toán', '6.4'], ['Văn', '8'], ['Sử', '4.25'], ['Địa', '4.75'], ['Ngoại ngữ', '4.4'], ['GDCD', '8.5']]
01009547,[['Toán', '7.2'], ['Văn', '9'], ['Sử', '5'], ['Địa', '6.25'], ['Ngoại ngữ', '8.4'], ['GDCD', '7']]
01009548,[['Toán', '8.2'], ['Văn', '8'], ['Sử', '5.75'], ['Địa', '5.75'], ['Ngoại ngữ', '6.8'], ['GDCD', '8.75']]
01009549,[['Toán', '7.4'], ['Văn', '8.25'], ['Sử', '6.5'], ['Địa', '6.25'], ['Ngoại ngữ', '8'], ['GDCD', '7.75']]
01009550,[['Toán', '7.8'], ['Lí', '6'], ['Hóa', '6.5'], ['Sinh', '5.25'], ['Văn', '5'], ['Ngoại ngữ', '3.6']]
01009551,[['Toán', '7.4'], ['Lí', '6.75'], ['Hóa', '4.75'], ['Sinh', '6.75'], ['Văn', '6.5'], ['Ngoại ngữ', '8.4']]
01009552,[['Toán', '7.8'], ['Văn', '7.5'], ['Sử', '5.75'], ['Địa', '5'], ['Ngoại ngữ', '8.2'], ['GDCD', '6.5']]
01009553,[['Toán', '8.4'], ['Lí', '8'], ['Hóa', '7'], ['Sinh', '7.75'], ['Văn', '6.25'], ['Ngoại ngữ', '6.6']]
01009554,[['Toán', '7.4'], ['Lí', '5.5'], ['Hóa', '4.25'], ['Sinh', '4.5'], ['Văn', '7.25'], ['Ngoại ngữ', '4']]
01009555,[['Toán', '7'], ['Lí', '4.25'], ['Hóa', '8'], ['Sinh', '7'], ['Văn', '6.75'], ['Ngoại ngữ', '9.4']]
01009556,[['Toán', '7.8'], ['Lí', '6'], ['Hóa', '5.25'], ['Sinh', '7'], ['Văn', '5.5'], ['Ngoại ngữ', '8.6']]
01009557,[['Toán', '8'], ['Lí', '4'], ['Hóa', '5.25'], ['Sinh', '4.75'], ['Văn', '9'], ['Ngoại ngữ', '9.4']]
01009558,[['Toán', '7.2'], ['Lí', '4.75'], ['Hóa', '6.25'], ['Sinh', '4.25'], ['Văn', '7.75'], ['Ngoại ngữ', '8.4']]
01009559,[['Toán', '7.4'], ['Văn', '8'], ['Sử', '7'], ['Địa', '5.5'], ['Ngoại ngữ', '7.6'], ['GDCD', '6.75']]
01009560,[['Toán', '7.8'], ['Văn', '8'], ['Sử', '7.25'], ['Địa', '7.75'], ['Ngoại ngữ', '9.2'], ['GDCD', '10']]
01009561,[['Toán', '8'], ['Văn', '8.5'], ['Sử', '8.5'], ['Địa', '8'], ['Ngoại ngữ', '9'], ['GDCD', '8.5']]
01009562,[['Toán', '4.2'], ['Văn', '6.75'], ['Sử', '5.5'], ['Địa', '5.5'], ['Ngoại ngữ', '3.8'], ['GDCD', '7.75']]
01009563,[['Toán', '6.8'], ['Văn', '8.75'], ['Sử', '7.25'], ['Địa', '6.5'], ['Ngoại ngữ', '6.6'], ['GDCD', '9']]
01009564,[['Toán', '6'], ['Văn', '6.75'], ['Sử', '7'], ['Địa', '6'], ['Ngoại ngữ', '8.4'], ['GDCD', '8.25']]
01009565,[['Toán', '8.8'], ['Lí', '7'], ['Hóa', '7.5'], ['Sinh', '7.75'], ['Văn', '5.5'], ['Ngoại ngữ', '9.6']]
01009566,[['Toán', '7.2'], ['Văn', '8.25'], ['Sử', '6.5'], ['Địa', '6.25'], ['Ngoại ngữ', '8.8'], ['GDCD', '9.75']]
01009567,[['Toán', '8'], ['Văn', '7.75'], ['Sử', '8.25'], ['Địa', '7.25'], ['Ngoại ngữ', '9.2'], ['GDCD', '9.25']]
01009568,[['Toán', '8'], ['Lí', '4.5'], ['Hóa', '4.25'], ['Sinh', '5'], ['Văn', '7.25'], ['Ngoại ngữ', '8.4']]
01009569,[['Toán', '7'], ['Văn', '8.25'], ['Sử', '6.25'], ['Địa', '7.5'], ['Ngoại ngữ', '9'], ['GDCD', '9.25']]
01009570,[['Toán', '7.2'], ['Lí', '6.5'], ['Hóa', '5'], ['Sinh', '6'], ['Văn', '6.5'], ['Ngoại ngữ', '8.6']]
01009571,[['Toán', '8'], ['Văn', '7.5'], ['Sử', '6.75'], ['Địa', '5.75'], ['Ngoại ngữ', '8'], ['GDCD', '9.25']]
01009572,[['Toán', '6.4'], ['Văn', '7'], ['Sử', '4.75'], ['Địa', '5.75'], ['Ngoại ngữ', '3.6'], ['GDCD', '8']]
01009573,[['Toán', '9'], ['Lí', '9.25'], ['Hóa', '9.5'], ['Sinh', '7.75'], ['Văn', '6.75'], ['Ngoại ngữ', '7.4']]
01009574,[['Toán', '6'], ['Văn', '7'], ['Sử', '7.5'], ['Địa', '5.75'], ['Ngoại ngữ', '7.6'], ['GDCD', '8.75']]
01009575,[['Toán', '7.4'], ['Văn', '9'], ['Sử', '7'], ['Địa', '6.75'], ['Ngoại ngữ', '9'], ['GDCD', '9.5']]
01009576,[['Toán', '7.4'], ['Văn', '8.25'], ['Sử', '5.25'], ['Địa', '5'], ['Ngoại ngữ', '8'], ['GDCD', '8.25']]
01009577,[['Toán', '4.8'], ['Văn', '7.75'], ['Sử', '9'], ['Địa', '8'], ['Ngoại ngữ', '8.6'], ['GDCD', '9.25']]
01009578,[['Toán', '6.6'], ['Văn', '5.25'], ['Sử', '2.25'], ['Địa', '4.75'], ['Ngoại ngữ', '3'], ['GDCD', '3.25']]
01009579,[['Toán', '8.4'], ['Văn', '8'], ['Sử', '8.75'], ['Địa', '5'], ['Ngoại ngữ', '8.2'], ['GDCD', '9.25']]
01009580,[['Văn', '6.5'], ['Sử', '4'], ['Địa', '3.5']]
01009581,[['Toán', '5.4'], ['Văn', '6.25'], ['Sử', '4'], ['Địa', '6'], ['Ngoại ngữ', '4.6'], ['GDCD', '8.5']]
01009582,[['Toán', '6.6'], ['Văn', '6.75'], ['Sử', '4'], ['Địa', '6.5'], ['Ngoại ngữ', '4.6'], ['GDCD', '7.5']]
01009583,[['Toán', '7.8'], ['Văn', '5.75'], ['Sử', '6.25'], ['Địa', '5.75'], ['Ngoại ngữ', '7.6'], ['GDCD', '7.75']]
01009584,[['Toán', '7.2'], ['Văn', '7.25'], ['Sử', '3'], ['Địa', '5'], ['Ngoại ngữ', '5.8'], ['GDCD', '6']]
01009585,[['Toán', '6.6'], ['Văn', '4.25'], ['Sử', '8.25'], ['Địa', '6.75'], ['Ngoại ngữ', '9.4'], ['GDCD', '8.75']]
01009586,[['Toán', '8.2'], ['Văn', '8'], ['Sử', '4.5'], ['Địa', '5.25'], ['Ngoại ngữ', '8'], ['GDCD', '9']]
01009587,[['Toán', '2'], ['Văn', '6.75'], ['Sử', '6'], ['Địa', '7'], ['Ngoại ngữ', '2.2'], ['GDCD', '8.25']]
01009588,[['Toán', '6'], ['Văn', '7.25'], ['Sử', '8.5'], ['Địa', '8.25'], ['Ngoại ngữ', '8.4'], ['GDCD', '8']]
01009589,[['Toán', '5.6'], ['Văn', '8'], ['Sử', '7'], ['Địa', '6'], ['Ngoại ngữ', '7.2'], ['GDCD', '8.25']]
01009590,[['Toán', '6'], ['Văn', '7.5'], ['Sử', '5.75'], ['Địa', '5.25'], ['Ngoại ngữ', '6'], ['GDCD', '7.25']]
01009591,[['Toán', '7'], ['Văn', '8.75'], ['Sử', '7.5'], ['Địa', '6'], ['Ngoại ngữ', '9'], ['GDCD', '9.5']]
01009592,[['Toán', '7.6'], ['Văn', '8.25'], ['Sử', '8.75'], ['Địa', '8.75'], ['Ngoại ngữ', '8.8'], ['GDCD', '9.75']]
01009593,[['Toán', '7.8'], ['Văn', '8'], ['Sử', '7.5'], ['Địa', '7.75'], ['Ngoại ngữ', '8'], ['GDCD', '9.5']]
01009594,[['Toán', '7'], ['Văn', '8.25'], ['Sử', '7.5'], ['Địa', '6.5'], ['Ngoại ngữ', '7'], ['GDCD', '8.75']]
01009595,[['Toán', '3.4'], ['Văn', '4.5'], ['Sử', '2.5'], ['Địa', '3.5'], ['Ngoại ngữ', '8.8'], ['GDCD', '6.75']]
01009596,[['Toán', '6.8'], ['Văn', '8.5'], ['Sử', '5'], ['Địa', '5.25'], ['Ngoại ngữ', '7.4'], ['GDCD', '8']]
01009597,[['Toán', '7.4'], ['Văn', '6.75'], ['Sử', '7.5'], ['Địa', '5.5'], ['Ngoại ngữ', '9'], ['GDCD', '9']]
01009598,[['Toán', '6'], ['Văn', '6'], ['Sử', '5.75'], ['Địa', '6.5'], ['Ngoại ngữ', '6.8'], ['GDCD', '8.5']]
01009599,[['Toán', '5.2'], ['Văn', '6.25'], ['Sử', '5.25'], ['Địa', '4.25'], ['Ngoại ngữ', '4'], ['GDCD', '7']]
01009600,[['Toán', '6.8'], ['Văn', '5.75'], ['Sử', '5.75'], ['Địa', '5.75'], ['Ngoại ngữ', '6.2'], ['GDCD', '8']]
01009601,[['Toán', '7.2'], ['Văn', '8.25'], ['Sử', '4.5'], ['Địa', '5.75'], ['Ngoại ngữ', '8.2'], ['GDCD', '8.5']]
01009602,[['Toán', '6.8'], ['Văn', '5.25'], ['Sử', '5'], ['Địa', '5.5'], ['Ngoại ngữ', '8.8'], ['GDCD', '7.25']]
01009603,[['Toán', '5.2'], ['Văn', '7'], ['Sử', '5.5'], ['Địa', '4'], ['Ngoại ngữ', '5.2'], ['GDCD', '7.75']]
01009604,[['Toán', '7.8'], ['Văn', '8.25'], ['Sử', '7.75'], ['Địa', '6'], ['Ngoại ngữ', '8.6'], ['GDCD', '8.25']]
01009605,[['Toán', '7.8'], ['Văn', '8.25'], ['Sử', '5'], ['Địa', '6.5'], ['Ngoại ngữ', '8.2'], ['GDCD', '8.75']]
01009606,[]
01009607,[['Toán', '6.6'], ['Văn', '8.25'], ['Sử', '8'], ['Địa', '5.25'], ['Ngoại ngữ', '6'], ['GDCD', '7']]
01009608,[['Toán', '6.6'], ['Văn', '9'], ['Sử', '7.75'], ['Địa', '5.5'], ['Ngoại ngữ', '9.4'], ['GDCD', '9']]
01009609,[['Văn', '7.5'], ['Sử', '7.75'], ['Địa', '7']]
01009610,[['Toán', '3.6'], ['Văn', '6'], ['Sử', '6']]
01009611,[['Toán', '6.4'], ['Văn', '7'], ['Sử', '4'], ['Địa', '6.25'], ['Ngoại ngữ', '3.6'], ['GDCD', '8']]
01009612,[['Toán', '8'], ['Văn', '9'], ['Sử', '5.75'], ['Địa', '6.25'], ['Ngoại ngữ', '8.4'], ['GDCD', '8.75']]
01009613,[['Toán', '5.8'], ['Văn', '8.25'], ['Sử', '6.25'], ['Địa', '6.25'], ['Ngoại ngữ', '6.6'], ['GDCD', '10']]
01009614,[['Toán', '6.6'], ['Văn', '7'], ['Sử', '4.25'], ['Địa', '3.75'], ['Ngoại ngữ', '3.8'], ['GDCD', '7.25']]
01009615,[['Toán', '7.4'], ['Văn', '8.5'], ['Sử', '4.25'], ['Địa', '4'], ['Ngoại ngữ', '7.6'], ['GDCD', '8.25']]
01009616,[['Toán', '8'], ['Văn', '8.75'], ['Sử', '7'], ['Địa', '5.75'], ['Ngoại ngữ', '8.8'], ['GDCD', '9']]
01009617,[['Toán', '6'], ['Văn', '7.25'], ['Sử', '4'], ['Địa', '5.75'], ['Ngoại ngữ', '4.6'], ['GDCD', '8.75']]
01009618,[['Toán', '6.8'], ['Văn', '7.25'], ['Sử', '4.75'], ['Địa', '5.5'], ['Ngoại ngữ', '5.4'], ['GDCD', '7.5']]
01009619,[['Toán', '7.4'], ['Văn', '8.75'], ['Sử', '9'], ['Địa', '7.5'], ['Ngoại ngữ', '7.2'], ['GDCD', '9.25']]
01009620,[['Toán', '8'], ['Văn', '8.25'], ['Sử', '6'], ['Địa', '4.5'], ['Ngoại ngữ', '3.8'], ['GDCD', '8.25']]
01009621,[['Toán', '6'], ['Văn', '8.25'], ['Sử', '5.5'], ['Địa', '4'], ['Ngoại ngữ', '7'], ['GDCD', '8']]
01009622,[['Văn', '8.5'], ['Sử', '9'], ['Địa', '7.25']]
01009623,[['Toán', '6.6'], ['Văn', '8.5'], ['Sử', '7.25'], ['Địa', '7.25'], ['GDCD', '8.75']]
01009624,[['Văn', '7.5'], ['Sử', '5'], ['Địa', '6']]
01009625,[['Toán', '4.6'], ['Văn', '5.25'], ['Sử', '7']]
01009626,[['Văn', '8.5'], ['Sử', '9.5'], ['Địa', '9.5']]
01009627,[['Văn', '7.25'], ['Sử', '4.75'], ['Địa', '5.25']]
01009628,[['Toán', '7.8'], ['Văn', '8.25'], ['Sử', '8']]
01009629,[['Toán', '7.4'], ['Lí', '4.25'], ['Hóa', '6']]
01009630,[['Toán', '8'], ['Lí', '7'], ['Hóa', '7.75'], ['Sinh', '4.25']]
01009631,[['Toán', '8.4'], ['Văn', '7'], ['Sử', '6']]
01009632,[['Văn', '2'], ['Sử', '2'], ['Địa', '2.5']]
01009633,[['Văn', '8'], ['Sử', '4'], ['Địa', '3.25']]
01009634,[['Văn', '5.5'], ['Sử', '4'], ['Địa', '6']]
01009635,[['Văn', '5.5'], ['Sử', '3.75'], ['Địa', '3.25']]
01009636,[['Văn', '3.25'], ['Sử', '5'], ['Địa', '5']]
01009637,[['Văn', '7.25'], ['Sử', '4.5'], ['Địa', '5.25']]
01009638,[['Toán', '7.8'], ['Lí', '7'], ['Hóa', '7.75'], ['Sinh', '4.5']]
01009639,[['Văn', '8.25'], ['Sử', '4.25'], ['Địa', '5.75']]
01009640,[['Toán', '4.4'], ['Văn', '8'], ['Sử', '6.5'], ['Địa', '4.75']]
01009641,[['Toán', '3.4'], ['Văn', '5'], ['Sử', '4.5'], ['Địa', '5.75']]
01009642,[['Toán', '6.6'], ['Văn', '6.75'], ['Sử', '8'], ['Địa', '7.25']]
01009643,[['Toán', '5.2'], ['Văn', '8.25'], ['Sử', '6.25'], ['Địa', '6.5']]
01009644,[]
01009645,[['Văn', '6'], ['Sử', '4.25'], ['Địa', '5.75']]
01009646,[['Toán', '4'], ['Văn', '7'], ['Sử', '5'], ['Địa', '5.5']]
01009647,[['Văn', '5.5'], ['Sử', '5.75'], ['Địa', '6']]
01009648,[['Toán', '6.2'], ['Văn', '6.75'], ['Sử', '6.25'], ['Địa', '6']]
01009649,[['Văn', '3.25'], ['Sử', '6.5'], ['Địa', '4.75']]
01009650,[['Văn', '6.75'], ['Sử', '8.25'], ['Địa', '6']]
01009651,[['Văn', '4.25'], ['Sử', '6.5'], ['Địa', '6.25']]
01009652,[['Toán', '6.8'], ['Lí', '4.5'], ['Hóa', '6.75']]
01009653,[['Văn', '5.5'], ['Sử', '4.75'], ['Địa', '7.5']]
01009654,[['Văn', '6.75'], ['Sử', '6'], ['Địa', '5.5']]
01009655,[['Văn', '2.25'], ['Sử', '3.75'], ['Địa', '5.25']]
01009656,[['Toán', '3.8'], ['Văn', '5'], ['Sử', '5'], ['Địa', '7.25']]
01009657,[['Toán', '5.4'], ['Văn', '6.5'], ['Sử', '6.5'], ['Địa', '6.75']]
01009658,[['Văn', '5.5'], ['Sử', '5.25'], ['Địa', '4.5']]
01009659,[['Toán', '4'], ['Văn', '7'], ['Sử', '7.25']]
01009660,[['Toán', '4'], ['Văn', '5.5'], ['Sử', '2.25'], ['Địa', '3.5']]
01009661,[['Toán', '1.6'], ['Văn', '6.25'], ['Sử', '5.75']]
01009662,[['Toán', '6.4'], ['Văn', '6'], ['Sử', '7.5'], ['Địa', '5']]
01009663,[['Văn', '3.75'], ['Sử', '5.75'], ['Địa', '4']]
01009664,[['Toán', '3.4'], ['Văn', '4.25'], ['Sử', '4.5']]
01009665,[['Văn', '6.75'], ['Sử', '4.5'], ['Địa', '5.75']]
01009666,[['Toán', '6.2'], ['Văn', '7.5'], ['Sử', '6.75'], ['Địa', '7.25']]
01009667,[['Toán', '4.2'], ['Văn', '6.75'], ['Sử', '6'], ['Địa', '6.5']]
01009668,[['Văn', '8.25'], ['Sử', '8'], ['Địa', '7.25']]
01009669,[['Toán', '6.2'], ['Văn', '8'], ['Sử', '7']]
01009670,[['Toán', '7.6'], ['Lí', '4.25'], ['Hóa', '8'], ['Sinh', '7.25']]
01009671,[['Toán', '7.4'], ['Hóa', '7.75'], ['Sinh', '8']]
01009672,[['Toán', '5.6'], ['Văn', '6.75'], ['Sử', '5'], ['Địa', '6']]
01009673,[['Toán', '3.4'], ['Văn', '6.5'], ['Sử', '8'], ['Địa', '6.25']]
01009674,[['Toán', '2.2'], ['Văn', '6.5'], ['Sử', '3'], ['Địa', '5.5']]
01009675,[['Toán', '2.8'], ['Văn', '6.5'], ['Sử', '3.5'], ['Địa', '4.5']]
01009676,[['Toán', '5'], ['Văn', '7.25'], ['Sử', '8.75'], ['Địa', '6']]
01009677,[['Toán', '3'], ['Văn', '1.75'], ['Sử', '3.25'], ['Địa', '2.5']]
01009678,[['Toán', '8'], ['Văn', '8.25'], ['Sử', '7.25'], ['Địa', '7.25'], ['Ngoại ngữ', '7.4'], ['GDCD', '9']]
01009679,[['Toán', '6.8'], ['Văn', '8.5'], ['Sử', '7.5'], ['Địa', '6.5'], ['Ngoại ngữ', '6'], ['GDCD', '9.5']]
01009680,[['Toán', '8.6'], ['Lí', '7.5'], ['Hóa', '9'], ['Sinh', '6.25'], ['Văn', '9.25'], ['Ngoại ngữ', '9.2']]
01009681,[['Toán', '7.2'], ['Lí', '4.5'], ['Hóa', '7.5'], ['Sinh', '6.75'], ['Văn', '8.75'], ['Ngoại ngữ', '8.4']]
01009682,[['Toán', '8.6'], ['Lí', '8.25'], ['Hóa', '7.75'], ['Sinh', '7.5'], ['Văn', '7'], ['Ngoại ngữ', '8.2']]
